author;lang;title;keywords_eng;keywords;series;year
doc_16a;"Wehinger, Gert D.";"eng";"Are exchange rate-based stabilisations expansionary?";"macroeconomic modelling / exchange rate-based stabilisation / high inflation / Brazil / Latin America";"Brasilien / Inflationspolitik";"Department of Economics Working Paper Series / Department of Economics";1997;"High inflation economies, especially the Latin American cases like Argentina and Brazil, have ultimately been successful in stabilising their prices using the exchange rate as a nominal anchor. Contrary to conventional wisdom inflation in these cases has not been reduced at the cost of temporary recessions, instead, they have shown positive output effects. Various theoretical explanations of such boom-cycles are discussed and a model generating such an outcome is developed. Some empirical evidence is given by the Brazilian 'Real Plan' of 1994. Nevertheless, the medium and long-term effects of such programmes can result in recessions and a resumption of high inflation, although the cases show that such 'postponed stabilisation costs' can be overcome by adequate and flexible supply-side policies accompanying the stabilisation programme. (author's abstract)";
doc_257;"Badinger, Harald; Breuss, Fritz; Mahlberg, Bernhard";"eng";"Welfare implications of the EU's common organization of the market in bananas for EU Member States";"Common Agricultural Policy / banana market / European Banana Market Policy / import demand function / trade policy";"Europäische Union / Bananenmarktordnung / Wohlfahrtseffekt / Europäische Union / Mitgliedsstaaten";"IEF Working Papers / Research Institute for European Affairs";2001;"The objective of this paper is to analyze the welfare effects of the European Banana Market Policy. Until 1993, EU countries had a wide variety of separate national policies, ranging from free trade (e.g. Germany) to heavily regulated markets (e.g. Spain, France). On 1 July 1993, the EUs common organization of the market in bananas came into force and established a combined quota-tariff regime with preferential access for ACP and EU suppliers. We estimate the resulting changes in the welfare of consumers, traders and the national governments for all member states of the European Union to identify the winners and losers of this change in the external trade policy. Over the period 1993 to 1998, the cumulated aggregate welfare loss of the consumers amounted to ECU 1408 mill, whereas the international banana traders gained ECU 558 mill. on the EU market. The welfare effect on the national budgets of the EU member states was also positive (ECU 783 mill.) due to higher tariff income. The resulting total deadweight loss of the European Union amounted to ECU 68 mill. As regards the distribution of the welfare effects, the former free trade countries lost welfare, whereas the formerly severely regulated countries gained. In absolute terms the biggest loser of the regime shift is Germany, the biggest winner is France. (authors' abstract)";
doc_1d3;"Dangl, Thomas";"eng";"Investment and capacity choice under uncertain demand";"investment analysis / dynamic programming";"Investitionsanalyse / Kapazitätsmanagement / dynamische Optimierung";"Report Series SFB "Adaptive Information Systems and Modelling in Economics and Management Science"";1999;"This paper extends the real options literature by discussing an investment problem, where a firm has to determine optimal investment timing and optimal capacity choice at the same time under conditions of irreversible investment expenditures and uncertainty in future demand. After the project is installed with a certain maximum capacity, this capacity is fixed as an upper boundary to the output and cannot be adjusted later on. It turns out that, in the framework of this once and for all decision, uncertainty in future demand leads to an increase in optimal installed capacity. But on the other hand it causes investment to be delayed to an extent that even small uncertainty makes waiting and accumulation of further information the optimal decision for large ranges of demand. Limiting the capacity which may be installed weakens this extreme effect of uncertainty. (author's abstract)";
doc_271;"Tondl, Gabriele";"eng";"What determined the uneven growth of Europe's southern regions?";"growth / growth factors / panel data estimation / European Union";"Regionalentwicklung / Wirtschaftswachstum / Griechenland / Portugal / Irland / Italien / Spanien";"IEF Working Papers / Research Institute for European Affairs";1999;"Since 1975, the extent of catching-up has been very different across Southern regions. Starting from the common arguments of growth theory, the paper wishes to show whether differences in regional income and growth can be attributed to different endowment in human capital, differences in private or public investment level, to structural imbalances, and labour force participation. The investigated panel consists of regional time series for the period 1975 to 1994 and includes NUTS II level regions of Greece, Spain, and the Italian South. Estimation of the impact of the variables on regional income is effected in a dynamic panel data model applying a GMM estimation procedure. The results indicate that the income level of Southern EU regions is largely determined by employment/educational levels and past public investment, while the impact of private investment is not significant. One may follow that EU regional policies should predominately focus on the human factor. Assistance to member countries to upgrade public infra-structures may be continued, but private investment incentives should be curbed. (author's abstract)";
doc_9f5;"Tirler, Günter; Dalgaard, Peter; Hörmann, Wolfgang; Leydold, Josef";"eng";"An Error in the Kinderman-Ramage Method and How to Fix It";"Gaussian random variate generation";"";"Preprint Series / Department of Applied Statistics and Data Processing";2003;"An error in the Gaussian random variate generator by Kinderman and Ramage is described that results in the generation of random variates with an incorrect distribution. An additional statement that corrects the original algorithm is given. (author's abstract)";
doc_9fb;"Derflinger, Gerhard; Hörmann, Wolfgang";"eng";"Asymptotically Optimal Design Points for Rejection Algorithms";"nonuniform random variate generation / universal algorithm / transformed density rejection / optimal design points";"";"Preprint Series / Department of Applied Statistics and Data Processing";2005;"Very fast automatic rejection algorithms were developed recently which allow to generate random variates from large classes of unimodal distributions. They require the choice of several design points which decompose the domain of the distribution into small sub-intervals. The optimal choice of these points is an important but unsolved problem. So we present an approach that allows to characterize optimal design points in the asymptotic case (when their number tends to infinity) under mild regularity conditions. We describe a short algorithm to calculate these asymptotically optimal points in practice. Numerical experiments indicate that they are very close to optimal even when only six or seven design points are calculated. (author's abstract)";
doc_9d1;"Hörmann, Wolfgang";"eng";"A Universal Generator for Bivariate Log-Concave Distributions";"random number generation / rejection method / bivariate log-concave distributions / universal generator";"";"Preprint Series / Department of Applied Statistics and Data Processing";1995;"Different universal (also called automatic or black-box) methods have been suggested to sample from univariate log-concave distributions. The description of a universal generator for bivariate distributions has not been published up to now. The new algorithm for bivariate log-concave distributions is based on the method of transformed density rejection. In order to construct a hat function for a rejection algorithm the bivariate density is transformed by the logarithm into a concave function. Then it is possible to construct a dominating function by taking the minimum of several tangent planes which are by exponentiation transformed back into the original scale. The choice of the points of contact is automated using adaptive rejection sampling. This means that a point that is rejected by the rejection algorithm is used as additional point of contact until the maximal number of points of contact is reached. The paper describes the details how this main idea can be used to construct Algorithm ULC2D that can generate random pairs from bivariate log-concave distribution with a computable density. (author's abstract)";
doc_1b0;"Leisch, Friedrich";"eng";"Bagged clustering";"cluster analysis / bagging / bootstrap samples / k -means / learning vector quantization";"Cluster-Analyse / Partitionierung / Hierarchisches Clusterverfahren";"Working Papers SFB "Adaptive Information Systems and Modelling in Economics and Management Science"";1999;"A new ensemble method for cluster analysis is introduced, which can be interpreted in two different ways: As complexity-reducing preprocessing stage for hierarchical clustering and as combination procedure for several partitioning results. The basic idea is to locate and combine structurally stable cluster centers and/or prototypes. Random effects of the training set are reduced by repeatedly training on resampled sets (bootstrap samples). We discuss the algorithm both from a more theoretical and an applied point of view and demonstrate it on several data sets. (author's abstract)";
doc_e40;"Schneider, Ulrike; Meyer, Michael; Pospisil, Miroslav; Skarabelova, Simona; Travnickova, Dana";"eng";"Nonprofits functions in old and new democracies: an integrative framework and empirical evidence for Austria and the Czech Republic";"";"Österreich / Nonprofit Bereich / Tschechische Republik";"Working Papers / Institut für Sozialpolitik";2007;"By analysing the multifarious concepts of NPOs functions in literature and the definitions of the particular functions, the paper frames an overarching theoretical concept to structure the functions of NPOs. The framework delivered displays a triangle with the three main functions of NPOs, service delivery, public advocacy, and community building in its corners, which is empirically grounded in findings from a qualitative study in Austria and the Czech Republic. Although data show that NPOs in both countries fulfil identical functions, the relative importance of them varies: Austrian NPOs tend to specialize on one or two functions  mainly service and advocacy, while NPOs in the Czech Republic are multi-function oriented with a strong focus on community building. Against the background of the democratic development in both countries, the paper discusses possible explanations for these differences and raises ideas for the measurement of NPOs functions on the organisational level. (author´s abstract)";
doc_807;"Badinger, Harald; Breuss, Fritz";"eng";"Trade and productivity";"trade / productivity / manufacturing";"OECD / Außenhandel / Produktivitätszuwachs / Industrie";"EI Working Papers / Europainstitut";2005;"We use a sample of 14 OECD countries and 15 manufacturing industries to test for the effect of trade on productivity. Endogeneity concerns are accounted for using the geographical component of trade as instrument as suggested by Frankel and Romer (1999). Our results are in line with previous studies: Trade increases productivity. What is puzzling, however, is the size of the effect: An increase in the export ratio by one percentage point increases productivity in manufacturing by 0.6 percent on average. This is less than half of the effect obtained in previous studies. We discuss likely explanations for this discrepancy. (authors abstract)";
doc_8e1;"Gruber, Christina";"ger";"Die internationale Besteuerung von Aktienanleihen aus österreichischer Sicht - laufende Besteuerung";"";"Österreich / Aktienanleihe / Internationales Steuerrecht";"Discussion Papers SFB International Tax Coordination";2005;"";
doc_5be;"Strasser, Philipp";"ger";"Beschaffungsseitig orientierte Ansätze im Online-Insuring";"";"Versicherungsmarkt / Direktversicherung / Internet / Markttransparenz / Versicherungsbetrieb / Electronic Commerce / Vertriebsorganisation / Zukunft";"Arbeitspapiere zum Tätigkeitsfeld Risikomanagement und Versicherung / Institut für Versicherungswirtschaft";2003;"";
doc_9f4;"Tirler, Günter; Leydold, Josef";"eng";"Automatic Nonuniform Random Variate Generation in R";"R / nonuniform random variate generation / universal algorithm / automatic code generator / transformed density rejection / continuous distribution";"";"Preprint Series / Department of Applied Statistics and Data Processing";2003;"Random variate genration is an important tool in statistical computing. Many programms for simulation or statistical computing (e.g. R) provide a collection of random variate generators for many standard distributions. However, as statistical modeling has become more sophisticated there is demand for larger classes of distributions. Adding generators for newly required distribution seems not to be the solution to this problem. Instead so called automatic (or black-box) methods have been developed in the last decade for sampling from fairly large classes of distributions with a single piece of code. For such algorithms a data about the distributions must be given, typically the density function (or probability mass function), and (maybe) the (approximate) location of the mode. In this contribution we show how such algorithms work and suggest an interface for R as an example of a statistical library. (author's abstract)";
doc_6f6;"Leydold, Josef";"eng";"On the number of nodal domains of spherical harmonics";"spherical harmonics / algebraic curves";"Kugelflächenfunktion / Knoten <Mathematik> / Eigenfunktion";"Preprint Series / Department of Applied Statistics and Data Processing";1993;"It is well known that the n-th eigenfunction to one-dimensional Sturm-Liouville eigenvalue problems has exactly n-1 nodes, i.e. non-degenerate zeros. For higher dimensions, it is much more complicated to obtain general statements on the zeros of eigenfunctions. The author states a new conjecture on the number of nodal domains of spherical harmonics, i.e. of connected components of S^2 \ N(u) with the nodal set N(u) = (x in S^2 : u(x) = 0) of the eigenfunction u, and proves it for the first six eigenvalues. It is a sharp upper bound, thus improving known bounds as the Courant nodal domain theorem, see S. Y. Cheng, Comment. Math. Helv. 51, 43-55 (1976, Zbl 334.35022). The proof uses facts on real projective plane algebraic curves (see D. A. Gudkov, Usp. Mat. Nauk 29(4), 3-79, Russian Math. Surveys 29(4), 1-79 (1979, Zbl 316.14018)), because they are the zero sets of homogeneous polynomials, and the spherical harmonics are the restrictions of spherical harmonic homogeneous polynomials in the space to the plane. (author's abstract)";
doc_9e5;"Leydold, Josef; Hörmann, Wolfgang";"eng";"Universal Algorithms as an Alternative for Generating Non-Uniform Continuous Random Variates";"random number generation / rejection method / log-concave density / transformed density rejection / ratio-of-uniforms / black-box algorithm / universal method";"";"Preprint Series / Department of Applied Statistics and Data Processing";2000;"This paper presents an overview of the most powerful universal methods. These are based on acceptance/rejection techniques where hat and squeezes are constructed automatically. Although originally motivated to sample from non-standard distributions these methods have advantages that make them attractive even for sampling from standard distributions and thus are an alternative to special generators tailored for particular distributions. Most important are: the marginal generation time is fast and does not depend on the distribution. They can be used for variance reduction techniques, and they produce random numbers of predictable quality. These algorithms are implemented in a library, called UNURAN, which is available by anonymous ftp. (author's abstract)";
doc_a35;"Katzenbeisser, Walter; Panny, Wolfgang";"eng";"The Maximal Height of Simple Random Walks Revisited";"";"";"Forschungsberichte / Institut für Statistik";1998;"In a recent paper Katzenbeisser and Panny (1996) derived distributional results for a number of so called simple random walk statistics defined on a simple random walk in the sense of Cox and Miller (1968) starting at zero and leading to state 1 after n steps, where 1 is arbitrary, but fix. In the present paper the random walk statistics Dn = the one-sided maximum deviation and Qn = the number of times where the maximum is achieved, are considered and distributional results are presented, when it is irrespective, where the random walk terminates after n steps. Thus, the results can be seen as generalizations of some well known results about (purely) binomial random walk, given e.g. in Revesz (1990). (author's abstract)";
doc_655;"Grandner, Thomas; Gstach, Dieter";"eng";"Joint adjustment of house prices, stock prices and output towards short run equilibrium";"housing services demand / asset prices / portfolio equilibrium / saddlepath adjustment";"Wohnkosten / Wohnungsmarkt / Preisbildung / Aktienmarkt / Verbrauch / IS-LM-Modell /";"Department of Economics Working Paper Series / Department of Economics";2004;"A dynamic IS-LM model including stocks and houses as additional assets will be analyzed in this paper. Providing also housing services, a major consumption item for most households, houses create an additional link between the monetary and the real sector of the economy. The adjustment path of output, house prices and stock prices after exogenous policy shocks will be derived within a rational expectation setup. This will show how different reaction patterns of asset prices are related to different elasticities of housing services demand. These general analytical results are contrasted with relevant empirical work, particularly Lastrapes [2002], leading to the identification of plausible elasticity ranges. The particular results for those shed new light upon the ongoing discussion about demand effects from real estate wealth and about determinants of house price fluctuations. (author's abstract)";
doc_a31;"Sedlacek, Günther";"ger";"Zur Quantifizierung und Analyse der Nichtlineariät von Regressionsmodellen";"";"Nichtlineare Regression / Nichtlinearitätsmaße / Versuchsplanung";"Forschungsberichte / Institut für Statistik";1998;"In nonlinear regression statistical analysis based upon interpretation of the parameter estimates may be quite different from linear regression. An important point is that for finite samples the least squares estimator (LSE) is not unbiased. nor is it a minimum variance estimator: for nonlinear models, the LSE has these properties under some assumptions only asymptotically and many statistical conclusions are based upon this asymptotic theorie. But there are a lot of nonlinear models where the asymptotic properties are poorly approximated for finite samples. Assessing the nonlinearity can show us if statistical tests the justification of which rests on the assumption of linearity are valid. Better parameterizations and experimental design are good possibilities to reduce the non-neglible nonlinearitv of certain models. A case study shows that experimental design can reduce the nonlinearity considerably. (author's abstract)";
doc_de6;"Dawid, Evelyn; Heitzmann, Karin";"ger";"Leistungen der NROs in der Armutsbekämpfung";"";"Österreich / nichtstaatliche Organisationen / Armut / Bekämpfung / soziale Dienstleistung";"Forschungsberichte / Institut für Sozialpolitik";2006;"kein Abstract vorhanden";
doc_e84;"Onaran, Özlem; Stockhammer, Engelbert; Grafl, Lukas";"eng";"The finance-dominated growth regime, distribution, and aggregate demand in the US";"distribution / demand / investment / consumption / foreign trade / financialization / finance-dominated growth regime / wage-led / profit-led / macroeconomics / Keynesian economics";"";"Department of Economics Working Paper Series / Department of Economics";2009;"The finance-dominated growth regime has affected key macroeconomic variables in several contradictory ways. This paper investigates some of these effects: an increase of rentiers income, housing wealth and net financial wealth on private consumption expenditures and the effects of changes in payments to the rentier by the business on private investment expenditures. A Post-Kaleckian macro model is used as a starting point for this investigation. The paper thus contributes to two debates. First, it aims at clarifying some important macroeconomic effects of financialization. Second, it extends the analysis of distribution-led demand regimes by controlling for financialization variables. (author´s abstract)";
doc_227;"Dolnicar, Sara; Leisch, Friedrich; Weingessel, Andreas";"eng";"Artificial binary data scenarios";"";"Binärdaten / Szenario / Cluster / Algorithmus";"Working Papers SFB "Adaptive Information Systems and Modelling in Economics and Management Science"";1998;"This manual describes artificial binary data scenarios. These data sets can be used to compare the performance of algorithms for market segmentation. The data sets described in this manual are available as packages for R (Splus) and as ASCII-files under htttp://www.ci.tuwien.ac.at/SFB/. (author's abstract)";
doc_c6c;"Commedatore, Pasquale; Kubin, Ingrid";"eng";"Source versus Residence";"taxation principles / new economic geography / footloose capital";"";"Discussion Papers SFB International Tax Coordination";2007;"Recently, issues of international taxation have also been analysed from a New Economic Geography perspective. These discussions show that agglomerative forces play a non negligible role. In the paper, we introduce explicitly taxation into a Footloose Capital Model and compare implications of taxation according to the residence principle and the source principle from a New Economic Geography perspective. We confirm that agglomerative effects change the results substantially compared to the standard analysis and that the two taxation principles have different implications for industry agglomeration. (author's abstract)";
doc_8c8;"Hothorn, Torsten; Hornik, Kurt; Wiel, Mark A. van de; Zeileis, Achim";"eng";"A Lego System for Conditional Inference";"permutation tests / multiple testing / independence / software";"";"Research Report Series / Department of Statistics and Mathematics";2005;"Conditioning on the observed data is an important and flexible design principle for statistical test procedures. Although generally applicable, permutation tests currently in use are limited to the treatment of special cases, such as contingency tables or K-sample problems. A new theoretical framework for permutation tests opens up the way to a unified and generalized view. We argue that the transfer of such a theory to practical data analysis has important implications in many applications and requires tools that enable the data analyst to compute on the theoretical concepts as closely as possible. We re-analyze four data sets by adapting the general conceptual framework to these non-standard inference procedures and utilizing the coin add-on package in the R system for statistical computing to show what one can gain from going beyond the `classical' test procedures. (author's abstract)";
doc_19c;"Tondl, Gabriele";"eng";"What determined the uneven growth of Europe's southern regions?";"growth / growth factors / panel data estimation / European Union";"Spanien / Wirtschaftswachstum / Regionalentwicklung / Griechenland / Portugal / Irland / Italien <Süd>";"Working Papers Series";1999;"Since 1975, the extent of catching-up has been very different across Southern regions. Starting from the common arguments of growth theory, the paper wishes to show whether differences in regional income and growth can be attributed to different endowment in human capital, differences in private or public investment level, to structural imbalances, and labour force participation. The investigated panel consists of regional time series for the period 1975 to 1994 and includes NUTS II level regions of Greece, Spain, and the Italian South. Estimation of the impact of the variables on regional income is effected in a dynamic panel data model applying a GMM estimation procedure. The results indicate that the income level of Southern EU regions is largely determined by employment/educational levels and past public investment, while the impact of private investment is not significant. One may follow that EU regional policies should predominately focus on the human factor. Assistance to member countries to upgrade public infrastructures may be continued, but private investment incentives should be curbed. (author's abstract)";
doc_48b;"Brunner, Karl-Michael";"ger";"Konsumprozesse und Nachhaltigkeit";"";"";"WU-Jahrestagung 2002";2002;"Der Beitrag beschäftigt sich theoretisch und empirisch mit dem Zusammenhang von ernährungsbezogenen Konsumprozessen und nachhaltiger Entwicklung. Nachhaltige Entwicklung meint, dass die gesellschaftliche Entwicklung weltweit auf ihre ökologische Tragfähigkeit, ihre ökonomische Verträglichkeit, ihre soziale Gerechtigkeit und zeitliche Dauerhaftigkeit geprüft und gegebenenfalls in diese Richtung verändert wird. Konsumbezogen geht um die Frage, wie sich Lebensführungsmuster und Konsumstile in den westlichen Industriestaaten in Richtung Nachhaltigkeit verändern lassen. Dabei gerät auch zunehmend das Handlungsfeld Ernährung in den Blickpunkt: Wie nachhaltig ist unser Ernährungssystem, welche Rolle kommt dabei den KonsumentInnen zu? Wie können Ernährungsmuster in Richtung Nachhaltigkeit verändert werden, welche Chancen existieren und welche Barrieren sind zu überwinden? Die Beantwortung dieser Fragen erfordert eine Analyse des gegenwärtigen Ernährungssystems mit seinen zentralen Komponenten, Entwicklungstrends und Akteuren ebenso wie die Untersuchung der alltäglichen Konsum- und Ernährungspraktiken der Menschen im Spannungsfeld von Beruf, Freizeit, Haushalt und der alltäglichen Lebensführung. Ausgehend von Ergebnissen der sozialwissenschaftlichen Umwelt- und Ernährungsforschung und ausgewählten Ergebnissen einer eigenen qualitativen Studie zu Ernährungspraktiken in verschiedenen sozialen Milieus soll im Vortrag thematisiert werden, welche Chancen ein nachhaltigerer Konsum im Handlungsfeld Ernährung hat vor dem Hintergrund der Entwicklungstrends im Ernährungssystem und makrostruktureller Entwicklungen (z.B. Individualisierung, Flexibilisierung der Arbeit). Dabei werden nachhaltigkeitsnähere und nachhaltigkeitsfernere Ernährungspraktiken identifiziert, im Hinblick auf Anknüpfungspunkte und Hindernisse für Nachhaltigkeitsstrategien diskutiert und vor dem Hintergrund von Produktions- und Vermarktungsstrukturen sowie politischen Rahmenbedingungen reflektiert. (Autorenref.)";
doc_6df;"Schneider, Heinrich";"ger";"Liquidiert Präsident Busch das Völkerrecht?";"";"USA / Weltordnung / Weltordnungspolitik / Völkerrecht / Europa / Recht und Macht / Krieg gegen der Terrorismus / europäische und amerikanische Sicherheitsstrategie / UNO";"EI Working Papers / Europainstitut";2004;"Der Umgang des derzeitigen Präsidenten dar USA mit dem internationalen Recht, insbesondere im Anschluß an den 11. September 2001, hat in Europa und anderwärts Sorgen ausgelöst und Diskussionen provoziert. Die Auseinandersetzung über die rechtliche und politische Weltordnung ist nicht neu. In aller Regel ging es dabei um die Machtkonstellation innerhalb des Staatensystems und zugleich um die ordnungspolitische Frage nach dem Verhältnis von Macht und Recht. Die eindeutige Vormachtstellung der übrig gebliebenen Supermacht und das politische Selbstbewußtsein ihrer Führung wirft die Frage auf, ob die bisherige Völkerrechtsordnung  wie sie insbesondere in der Satzung der Vereinten Nationen normiert ist  noch in der Weise maßgebend ist wie das vordem der Fall war. Zur Behebung der derzeitigen Unsicherheit gibt es zwei Rezepte: Entweder geht man auf eine effektivere Bindung der Macht an die Rechtsordnung aus, oder man will die Rechtsordnung stärker an die Machtverhältnisse anpassen. Eine tragfähige Weltordnung kann aber nicht einfach durch eine dem einen oder dem anderen dieser Rezepte folgende Völkerrechtsreform zustande gebracht werden. Weltordnungspolitik muß auf die Sanierung der globalen gesellschaftlichen und politischen Verhältnisse ausgehen. Deren Zerklüftung in vier Welten (Dieter Senghaas) ist, verglichen mit einer Reform der UNO, die größere Herausforderung. Die Sicherheitsstrategien der USA und der Europäischen Union müssen vor diesem Hintergrund betrachtet werden. (Autorenref.)";
doc_48a;"Teller, Christoph; Kotzab, Herbert";"ger";"Effizienzmessung in der Handelslogistik";"";"";"WU-Jahrestagung 2002";2002;"Handelsunternehmen präsentieren sich als ein Set von zu erfüllenden Marketing- und Logistikaufgaben. Dementsprechend ist der Anteil der Marketing- und Logistikkosten an den Gesamtkosten eines Handelsunternehmens hoch. Im Mittelpunkt der vorliegenden Untersuchung rücken jedoch die Logistikkosten, da die Logistik in Handelsunternehmen als strategisches wie auch operatives Wettbewerbsinstrument eingesetzt werden kann. Vor dem Hintergrund aktueller Entwicklungen im Handel, z. B. steigende Unternehmenskonzentration, hohe Insolvenzzahlen, fallende Flächenproduktivitäten oder negative Eigenkapitalrenditen, erweist sich die Logistik als geeignetes Rationalisierungsinstrument. In den theoretischen Grundlagen des Logistik-Controlling aber finden die Besonderheiten des Handels im allgemeinen sowie jene der kleinen und mittleren Handelsunternehmen im speziellen kaum Berücksichtigung. Mittelständische Handelsunternehmen erweisen sich ob ihrer großen Anzahl (über 90% aller österreichischen Handelsunternehmen) als bedeutende Distributionsstufen in unternehmensübergreifenden Logistikketten. Die von den Autoren durchgeführte empirische Untersuchung versucht eine Bestandsaufnahme zum Implementierungsgrad typischer Methoden zur Messung von Logistikeffizienz in mittelständischen Handelsunternehmen im Großraum Wien. Es konnte festgestellt werden, dass die in der Literatur diskutierten Messinstrumente aufgrund ihrer Anwendungsspezifität und -komplexität für mittelständische Handelsunternehmen nur eingeschränkt einsetzbar sind. Die Gründe dafür liegen im grundsätzlichen Logistikverständnis der Entscheidungsträger und dem Fehlen einer kostenrechnerischen Basis. Weiters gestaltet sich der Querschnittscharakter der Logistik durch alle betrieblichen Funktionen als zusätzliches Problem. (Autorenref.)";
doc_88f;"Lengauer, Lukas";"ger";"Die Gemeindeebene im österreichischen Bundesstaat";"";"Österreich / Verfassung / Gemeinde / Kommunaler Finanzausgleich";"SRE - Discussion Papers";2005;"In diesem Artikel wird die Stellung der Gemeindeebene im österreichischen Staat aus historischer Perspektive beleuchtet. Dabei wird die These vertreten, dass Räume sozial konstruiert und transformiert werden. Die Konstruktion und die Restrukturierung politischer Räume werden in Anlehnung an Swyngedouw (1992) als territorial rescaling bezeichnet. Um die wechselnde Rolle der Gemeindebene im österreichischen Staat darzustellen, wird zuerst die Entwicklung der verfassungsrechtlichen Stellung der lokalen Ebene behandelt. Am Beginn der bürgerlichen Emanzipation im 19. Jahrhundert spielte die Gemeindeebene eine bedeutende Rolle als Ausgangspunkt der Demokratisierung des Habsburger-Staates. In der Folge konzentrierte das liberale Bürgertum seine politischen Bemühungen auf die gesamtstaatliche Ebene und die lokale Ebene verlor gegenüber dem Zentralstaat sukzessive an Bedeutung. Dieser Trend setzte sich nach dem Untergang der Donaumonarchie fort. Auch die Analyse der finanziellen Situation deutet auf einen schleichenden Machtverlust der Gemeindeebene hin. Seit dem zweiten Weltkrieg gingen die Anteile der Gemeinden und Länder an den Staatseinnahmen zu Gunsten des Bundes zurück. Seit dem EU Beitritt Österreichs hat sich diese Zentralisierungstendenz verstärkt. Die Restrukturierung der territorialen Machtverteilung in Österreich hat also zu einer Schwächung subnationaler Ebenen zu Gunsten der Bundesebene geführt. Dieser Befund steht in klarem Kontrast zur bekannten Glokalisierungsthese, die von einem starken Bedeutungsgewinn der lokalen Ebene im Globalisierungsprozess ausgeht. (Autorenref.)";
doc_e63;"Meyer, David; Hornik, Kurt";"eng";"Generalized and Customizable Sets in R";"R / sets / fuzzy logic / fuzzy set / multiset";"";"Research Report Series / Department of Statistics and Mathematics";2009;"We present data structures and algorithms for sets and some generalizations thereof (fuzzy sets, multisets, and fuzzy multisets) available for R through the sets package. Fuzzy (multi-)sets are based on dynamically bound fuzzy logic families. Further extensions include user-definable iterators and matching functions. (author´s abstract)";
doc_4ae;"Martinuzzi, Andre; Schubert, Uwe; Zachhalmel, Roland";"mul";"Sustainability consulting in Europe";"";"Europäische Union / Umweltpolitik / Nachhaltige Entwicklung / Umweltbezogenes Management / Unternehmen / Unternehmensberatung";"Research Paper Series of the Research Focus Managing Sustainability";2002;"Nachhaltige Entwicklung ist seit Rio 1992 zu einem integralen Bestandteil europäischer Politik geworden. In der Umsetzung sind Nachhaltigkeitsstrategien innovative politische Instrumente, um Top-Down- und Bottom-Up-Ansätze zu kombinieren: (a) Die Sensibilisierung der Wirtschaft für diese neue Herausforderung ist bereits vorhanden. Aber die Instrumente und Ansätze zur Umsetzung Nachhaltiger Entwicklung auf einzelbetrieblicher Ebene sind noch nicht ausgereift. (b) Der Beratungssektor ist daher eine zentrale Schnittstelle zur Verbreitung des Leitbilds Nachhaltiger Entwicklung auf einzelwirtschaftlicher Ebene. Aufgrund der spezifischen Merkmale des Consulting-Sektors existieren jedoch eine Vielzahl von Bottom-Up entwickelten Beratungsansätzen, die in Konkurrenz zueinander stehen und nur lose mit der Umsetzung Europäischer Ziele gekoppelt sind. Ziel des in diesem Diskussionspapier vorgestellten Projektes ist es daher, den Consulting-Sektor für die rasche Umsetzung nationaler und internationaler Nachhaltigkeitsstrategien zu nützen. Dazu werden vier Zielgruppen in das geplante Projekt eingebunden: (1) Beratungsunternehmen, die sich mit Nachhaltiger Entwicklung beschäftigen (2) Wissenschafter aus der Beratungsforschung (3) Wissenschafter aus dem Fachgebiet Umweltmanagement (4) Wissenschafter aus dem Fachgebiet Nachhaltige Entwicklung. Die Kernelemente des Projekt bestehen in einer europaweiten Bestandsaufnahme von Beratungskonzepten zu Nachhaltigem Wirtschaften, einem wissenschaftlichen Review- und Evaluationsverfahren, sowie einer EuroConference. Erwartete Ergebnisse sind. (-) Identifikation der europaweit innovativsten Beratungsansätze für Nachhaltiges Wirtschaften sowie von Marktlücken für die Entwicklung von Beratungsprodukten (-) Eine Checkliste zur Qualitätssicherung und zur Evaluation von Beratungsprojekten (-) Politikrelevante Empfehlungen zur Optimierung des Consulting-Sektors und dessen Integration in die Umsetzung der Europäischen Nachhaltigkeitsstrategie. (Autorenref., bearb. M.Putz)";
doc_251;"Stix, Volker";"eng";"Finding all maximal cliques in dynamic graphs";"maximal clique / dynamic graphs / fuzzy clustering";"Graphentheoretisches Modell / Cluster / Algorithmus";"Working Papers on Information Processing and Information Management";2002;"Clustering applications dealing with perception based or biased data lead to models with non-disjunct clusters. There, objects to be clustered are allowed to belong to several clusters at the same time which results in a fuzzy clustering. It can be shown that this is equivalent to searching all maximal cliques in dynamic graphs like G_t=(V,E_t), where E_(t-1) in E_t, t=1,... ,T, E_0=(). In this article algorithms are provided to track all maximal cliques in a fully dynamic graph. It is naturally to raise the question about the maximum clique, having all maximal cliques. Therefore this article discusses potentials and drawbacks for this problem as well. (author's abstract)";
